@relation 'Company-weka.filters.unsupervised.attribute.DateToNumeric-R1,2-weka.filters.unsupervised.attribute.MathExpression-Ea1 - a2-V-R1,2-weka.filters.unsupervised.attribute.NumericToNominal-R2-last-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,64,65,66,67,68,69,70,71,72,73,74,75,63-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,63,64,65,66,67,68,69,70,71,72,73,74,75,62-weka.filters.unsupervised.attribute.Remove-R74-weka.filters.unsupervised.attribute.Remove-R2-61'

@attribute form-time-for-compeltion numeric
@attribute q63 {'2,4,6','1,2,4','1,2,3',2,'1,2,5','2,4','1,2,6','1,2',1,'2,4,5',6,'1,5,6','2,3,4','1,3,5','2,6','1,3,4',3,'1,4,6','1,3,6','1,2,7','2,3,6','2,6,7','1,4,5','1,6','6,7','1,4,7','1,4','3,4,6',4,'2,4,7','4,5,7','4,6','1,7','2,3,5','2,3','1,5','2,3,7','1,3','2,5,6','2,5','3,6,7','2,7','1,6,7',7,'3,6','4,7','5,6,7','1,3,7','3,4,5','3,4','5,6',5,'4,5','4,6,7','3,5,6','1,5,7','4,5,6','3,4,7','3,5','3,7','2,5,7','3,5,7','5,7'}
@attribute q64 {'1,3',3,'3,6,8',1,'1,3,8','3,8','3,7,8','3,6','1,3,6',8,'1,3,7','3,5','1,3,5','3,5,6','2,3','1,6,7',5,'2,5','1,2,8','1,7','1,5','1,5,8','3,6,7',2,'3,5,7','1,6','1,2,3','1,2,5','1,5,7','1,5,6','6,8','2,3,7',7,'3,5,8','1,2,6','5,7,8','1,8','2,3,8','6,7,8','2,3,6','1,6,8','1,2,7','2,5,7','2,5,6','2,6,7','6,7',6,'7,8','1,2','5,6,7','1,7,8','5,6,8','2,5,8','2,7','2,7,8','3,7','2,3,5','5,8','2,8','2,6','2,6,8','5,6','5,7'}
@attribute q65 {'2,3,7','4,7',5,'2,3,5','3,5,7','1,4,7',7,'6,7','1,5,6','5,6','2,7','5,6,7','1,2',3,'2,4','2,3,6','2,3,4','2,5,7','1,2,6','1,7',1,'2,5,6','2,6,7','2,4,7','4,6,7','3,5,6','3,7','5,7',2,'1,2,7','1,6,7','2,3','4,5,7','3,5','1,2,4','1,2,5','3,6','2,4,6','2,5','3,4,7','2,4,5','3,4','1,5,7','1,4','3,4,5','4,6','3,6,7','1,3,4','1,3,5','1,3,6','3,4,6',4,6,'1,2,3','1,3,7','4,5,6','2,6','4,5','1,4,6','1,5','1,4,5','1,3','1,6'}
@attribute q66 {'2,7','1,2','1,7','1,3,7','1,2,5','2,3,4',7,'3,7','1,2,3','1,3','1,4,7','1,5','2,3,7',1,'3,4','2,5,7','1,3,5','1,2,7',3,'3,5,7','4,7','3,4,7','3,4,5','3,6,7','5,7','1,3,4','1,4,5','2,4,7','1,4','1,3,6',5,'5,6,7',4,'2,3,5','1,4,6','4,6','4,6,7','4,5,7','2,4,6','2,3','3,6','5,6','1,5,7',2,'1,2,4','3,4,6','2,6','1,5,6','2,4,5','3,5',6,'2,3,6','1,6,7','4,5','6,7','2,6,7','4,5,6','1,6','3,5,6','2,4','2,5','1,2,6','2,5,6'}
@attribute q67 {'2,3','1,2',5,'1,2,3','2,3,7','2,3,6',4,'2,8','1,3,5','1,2,4','1,4,7','2,3,4','2,4',1,'1,4,8','3,4,5','1,3,8','1,4,5','1,5,7','2,5','4,5,6','1,2,5','1,3,7','3,4','3,4,6','2,6,7',3,'2,3,8','1,3','1,2,6',8,'7,8','3,5,6',6,7,'2,3,5','1,7,8',2,'1,6','3,4,8','3,5,7','2,4,8','4,6,8','1,3,4','1,5,8','5,6','4,6,7','1,5','5,6,8','3,5','2,5,8','4,5,7','5,7,8','1,2,8','5,7','2,4,5','3,5,8','2,5,6','4,8','3,4,7','4,5,8','5,8','3,7,8','1,4,6','1,3,6','2,5,7','2,7','1,6,8','2,4,6','1,4','3,7','2,4,7','4,7,8','6,7,8','1,5,6','3,6,8','1,8','4,5','5,6,7','2,7,8','6,7','2,6,8','4,7','1,2,7','3,8','1,7','3,6,7','3,6','6,8','2,6','1,6,7','4,6'}
@attribute q68 {1,2,3}
@attribute q69 {1,2,3,4,5,6}
@attribute q70 {1,2,3,4,5,6,7,8,9}
@attribute q71 {1,2}
@attribute q72 {1,2}
@attribute q73 {'1,3',3,1,2,'2,5',6,4,5,'1,2','1,5','1,4','1,3,5','3,5','4,5','5,6','1,2,5','1,4,5','1,2,3,5','1,6','2,3','3,6','1,5,6','2,6','1,2,3,4,5,6','4,6','1,2,6','1,3,4','1,2,3','2,4'}
@attribute q74 {'3,4',4,5,'1,4',2,3,'1,2,4',1,'1,2','1,3','2,3','1,3,4','2,4','3,5','1,2,3','2,3,4','1,2,3,4','2,5','1,2,3,4,5','1,3,5','4,5','1,4,5','2,4,5','1,2,5','3,4,5','1,5'}
@attribute q61 {-100,-33,33,100}

@data
1893000,'2,5,6','5,6,7','2,5,6','3,4,5','1,4',2,2,2,1,1,6,'3,4',100
1893000,'1,2,3','1,3,6','2,4,7','1,3,5','2,5,8',2,3,4,2,2,'1,2,5',4,100
1894000,6,8,5,'5,6,7','1,3,7',2,1,3,2,2,'3,5',4,33
1895000,'2,3,4','1,3','3,7','1,7','1,2,3',2,6,5,2,1,2,4,-33
1895000,'1,2,4','3,6,7','3,4,6','2,3,7','3,5,8',2,4,5,2,1,2,1,100
1896000,2,8,5,7,5,3,4,6,2,2,2,3,33
1897000,'1,2,3','1,2,3','4,6,7','3,4,7','1,3,4',3,5,5,1,2,3,'1,4',33
1897000,2,8,3,1,7,3,5,4,2,2,'1,3','1,4',33
1897000,'3,5','1,3,6','2,3,7','1,5,7','1,3,4',3,2,1,2,1,6,5,33
1898000,'2,4,6','1,6,7','2,6,7','3,4,7','2,5',2,4,7,2,2,6,5,33
1898000,'2,4,5','3,6,7','2,6,7','3,4,7','1,2,7',3,2,7,2,2,'1,5',5,100
1898000,'1,2,5','1,6,7','2,3,4','2,3,4','1,2,3',3,2,5,2,2,3,4,100
1899000,'2,4',8,7,7,'5,7',2,4,5,2,1,2,'3,4',33
1900000,'1,6','1,3,6','2,6',3,'2,4,8',3,5,6,2,2,3,2,33
1901000,'1,2,7','1,3,5','2,4,5','1,2,5','2,3,5',2,4,3,2,1,6,3,33
1901000,'1,2,6','3,6,8','2,3,5','2,4,7','2,5,6',3,4,6,2,2,3,1,33
1902000,'1,2,4','1,3,5','2,4','1,2',2,2,4,6,2,2,2,5,100
1905000,'2,6','1,2,3','1,6,7','3,4,5','1,5,8',3,4,5,2,2,'1,2',4,100
1905000,'2,4,6','1,2,3','1,4,6','3,5,7','3,7,8',3,3,4,2,2,2,5,33
1906000,'1,2,4','1,3,7','2,6,7','1,2,6','1,2,8',3,1,4,2,2,6,3,33
1906000,'1,2,5','2,3,6','2,4,7','3,4,6','1,4,5',3,5,5,2,2,3,1,33
1907000,'1,2,4','1,2,5',7,'3,5,6','3,4,5',2,5,6,2,1,3,4,33
1907000,'2,4,6',8,2,'6,7','4,5,7',3,4,8,2,1,6,5,33
1907000,'1,2,3','1,2,7','2,4,7','3,4,5','5,7,8',3,2,2,1,1,6,5,33
1907000,'1,2,3','1,7,8','4,5,7','3,4,7','2,3,7',2,4,6,2,2,6,5,33
1909000,'1,2,4','1,3,8',1,3,4,3,3,2,2,1,6,3,100
1909000,'2,4,6','1,3,8','3,5,7','3,4,7','2,3,5',3,5,4,2,2,6,5,-33
1912000,'1,2,4',8,'2,6','1,7','1,2,6',3,5,5,2,2,2,'3,4',-33
1913000,'1,2,4','1,3,8','1,2,5','1,2,3','2,5,7',2,4,6,2,1,2,4,33
1913000,'2,3,4','1,2',1,1,1,3,5,6,2,2,2,4,33
1914000,'1,2,4','2,5,8','2,4,7','1,3,4','1,2,5',2,4,7,2,2,3,5,33
1915000,'2,3,4','6,7,8','1,2,3','2,3,4','2,3,5',3,5,6,2,1,6,4,100
1915000,'2,4','1,3,8','2,3,6','3,6',5,2,5,4,1,1,5,3,-33
1916000,'2,3,6','1,2,6','6,7','3,4,7','4,5,8',3,2,5,2,1,3,1,100
1916000,'2,6','1,8','2,7','6,7','4,7',3,4,7,2,1,6,4,33
1918000,'1,2',8,7,7,'2,4,6',2,5,4,1,2,3,1,33
1919000,2,3,3,1,1,3,4,6,2,2,6,'1,2,3,4,5',33
1919000,'2,4,6',8,'2,3','3,7',5,3,5,6,2,2,4,'1,4',33
1920000,'1,6','2,3,5','3,7','2,3,7',6,3,3,7,1,2,6,1,100
1920000,'1,2,6','3,5,8','3,4,6','1,3,6','1,2,3',3,4,4,2,2,6,'3,4',100
1922000,'2,6,7','1,6,8','2,3,6','2,4,6','1,5,6',3,5,4,2,2,'1,3','2,4',100
1924000,4,8,3,'1,7','1,3,7',3,4,4,2,2,2,1,33
1924000,'1,2,6','1,3,8',5,7,'3,5,7',2,4,5,2,2,4,2,33
1926000,'1,2,3','1,6','5,7','2,4,7',3,2,4,5,2,2,4,4,33
1926000,'2,3,6','1,5,6','2,3,7','3,4,7','1,3,7',3,3,6,2,1,4,5,33
1927000,'1,3,4','1,5,8','3,5,7','4,6,7','5,7,8',3,4,8,2,2,3,5,-33
1927000,'3,4,6','1,3,6','2,3,4','2,3,4','2,3,7',2,6,7,2,1,'2,5',4,100
1928000,'3,6',8,2,7,8,3,5,7,2,2,2,4,-33
1929000,'1,2,6','3,8','1,2,7','3,4,6','1,2,5',3,2,5,2,1,2,5,100
1929000,'1,2,3','3,6,7','2,3,7','1,3,4','1,5,8',3,2,4,2,2,6,'3,4',33
1929000,'1,7',8,5,'1,7',7,3,3,5,2,2,4,5,-100
1930000,'1,2,3','3,8','4,6,7','1,3,5','1,4,7',3,5,4,2,2,3,1,100
1930000,'1,4,7','6,8','2,3,6','2,4','1,8',3,3,8,2,1,5,4,33
1930000,'1,2,5','1,3,6','1,2,6','3,6,7','2,3,4',2,2,4,2,2,4,4,100
1931000,'1,2,6','1,6,8','2,3,6','3,4,7','1,5,7',3,1,3,2,1,2,4,33
1932000,'2,3','2,6','5,7','1,5','4,5',3,4,5,2,1,2,'3,4',33
1932000,'1,4,6','1,2,6','2,6,7','4,6,7','1,2,6',2,3,4,2,2,2,5,100
1933000,'1,2,4','1,3,5',7,'4,6','2,3,5',2,6,4,2,1,2,'1,4',100
1934000,'1,2,4',8,'6,7','4,6,7','4,5',2,3,5,2,1,3,5,33
1936000,'1,2,4','1,3,7','1,2','3,7','1,2,5',3,3,6,2,2,2,4,33
1937000,'2,4,6',8,7,'5,6','4,6,7',2,5,4,2,2,'2,5',4,100
1938000,'1,2,3',1,5,5,3,3,3,8,2,1,6,4,33
1939000,'2,6','7,8','3,5','3,5,7','1,4,5',3,2,8,2,2,6,3,100
1940000,'1,3,6','3,6,7','2,6,7','3,5,7','1,5,8',3,3,2,2,1,5,3,33
1941000,'1,2,6','1,3,8','3,5','1,2,6','1,2,7',3,3,2,2,1,5,4,33
1941000,'2,3,4','3,6,7','2,5,7','2,3,7','2,3,4',2,4,6,2,1,6,3,100
1942000,'1,4,7','1,3,8',3,'5,6,7','5,7',2,4,4,2,2,2,5,33
1942000,2,8,3,7,8,3,5,5,2,2,4,4,33
1943000,'1,2,7','1,5,8','3,5,7','2,4,5','3,5,7',2,4,5,2,2,2,'1,4',33
1943000,3,8,7,'4,7',8,3,2,7,2,2,5,4,-100
1944000,'1,2,3','2,7,8','2,3,7','1,4,7','5,8',3,2,3,2,2,6,4,-33
1946000,'2,3,6','1,6,7','2,3,6','3,4,6','2,5,8',3,1,6,2,1,3,4,100
1946000,'2,3,6',5,5,'3,7',5,3,4,9,2,1,6,4,100
1948000,'5,6',8,4,'4,7','3,4',3,4,9,2,2,6,5,33
1948000,2,'1,5,8','2,6','2,4','5,7',3,1,7,2,1,2,5,33
1949000,'1,2,3','1,6,7','2,3,5','1,3,7','2,3,5',2,2,2,2,1,6,3,100
1950000,'1,2,6','1,3,8','2,5,6','1,2,5','1,5,8',3,2,3,2,1,6,4,100
1950000,'1,2,6','1,3,6','1,4,7','2,4,7','1,2,3',3,6,7,2,2,6,4,100
1950000,'1,2,4','1,5',4,7,'1,2,4',2,5,5,2,1,3,4,33
1950000,'1,2,4','1,3,8','1,5,6','3,4,7','1,2,5',2,4,5,2,2,4,1,100
1950000,'1,3,6','3,6','3,6','1,2,7','1,8',3,2,3,2,2,5,3,33
1951000,4,8,7,1,7,3,5,5,2,2,3,4,-33
1951000,'2,4,6','1,3,6','2,5,7','3,4,7','1,4,5',3,3,5,2,1,2,4,100
1951000,'2,5','1,8','3,5,7','4,7','1,7',2,5,4,2,2,2,1,33
1952000,'2,4',1,'4,7','1,2,7','1,2,6',2,6,4,2,2,2,5,-33
1953000,'1,2,3','1,3,8','2,5','1,3,5','5,6,7',2,3,4,2,2,'1,2',5,100
1953000,'1,4,6','2,3,6','1,2,3','3,4,5','2,5',3,2,3,2,2,3,1,100
1953000,'1,2','1,3',7,1,'2,3,5',2,5,5,2,2,2,'1,4',100
1954000,'1,2,4','1,3,8','1,4,5','2,4,5','1,2,5',2,2,6,2,1,2,4,100
1954000,'1,2,3','1,8','1,2,3',7,'2,5,8',3,4,5,2,2,'2,5','3,4',33
1955000,2,'1,8',5,7,3,3,4,3,2,1,3,4,-100
1955000,'1,4','1,3,8','4,5,7','1,3,5','1,2,5',2,5,4,2,1,2,4,33
1957000,'2,4','1,3,5','5,6,7','1,4','2,5,8',2,4,6,2,2,2,'1,4',33
1957000,'1,2','1,8','5,7','1,2,7','4,5',2,3,6,2,2,4,'2,4',33
1958000,'1,2,4',1,5,2,5,3,4,3,2,2,6,3,100
1958000,'3,4','6,8','2,3,7','1,7','1,2,4',3,4,7,2,2,6,4,33
1958000,'2,3,5','2,6,8','3,6,7','3,4,6','3,4,8',2,4,4,2,1,2,4,100
1960000,'1,2,5','1,2,3','1,2,3','2,3,4','1,2,3',2,5,5,2,2,3,1,100
1960000,'2,4,5','1,3,8','3,4,7','3,5,7','1,2,4',3,3,7,2,1,2,'3,4',33
1962000,'1,2,6','3,6,7','2,3,7','2,4,5','3,4,8',2,4,6,2,2,3,4,100
1963000,'1,2,6','5,6,7','2,6,7','4,5,6','1,2,5',3,4,3,2,2,3,5,100
1964000,'2,3,5','1,2,7','2,4,7','1,4,7','1,3,5',3,2,3,2,1,5,'3,4',33
1967000,'1,2,6','1,2,7','2,5,7','2,3,4','1,4,7',2,2,6,2,2,3,4,33
1967000,'2,5,6','2,7','6,7','4,6,7','2,8',2,5,6,2,2,2,1,33
1968000,'1,2,3','1,2,3','1,2,3','1,3,5','1,2,3',3,3,6,2,1,2,'3,4',100
1969000,'1,2,5','1,3','2,5','2,7','1,4,7',3,4,5,2,2,2,4,-33
1970000,'2,3,5','1,2,8','4,6,7','2,5,6','1,4,6',3,2,8,2,1,3,5,33
1970000,'1,2,4','1,3,6','5,6,7','2,3,5','1,3,4',2,5,5,2,1,2,1,100
1971000,'1,2','1,5','2,7','3,5','2,3',2,3,5,2,2,3,'2,4',33
1972000,'1,3',1,'5,7','4,5,7','1,3,5',2,5,4,2,2,3,5,100
1973000,'1,2,3',8,'4,5,6','2,4,7','5,7,8',3,2,4,2,2,4,4,33
1973000,2,7,2,3,'1,2,3',2,4,5,2,1,2,4,100
1974000,'1,2,6','1,2,5','1,2,6',7,'1,2,5',2,5,4,2,2,3,4,33
1974000,2,'1,3,8','1,5,7','5,6,7','1,2,3',2,3,5,2,1,'5,6','1,4',100
1975000,'1,2,4',6,'2,6','4,6,7','4,8',3,4,4,2,2,3,4,100
1975000,'1,2,4','1,2,3','1,2,3','4,5,7','1,2,3',2,6,7,2,2,6,'1,4',100
1975000,'1,2,3','1,3,8','2,5,6','1,2,3','1,4,8',2,5,4,1,2,3,'1,2',33
1977000,'1,2,3','2,6,8',7,'3,7','5,7,8',3,3,2,2,1,6,3,33
1978000,'2,3,4','3,6,8','3,5,7','4,5,7',5,3,5,6,2,2,3,5,33
1979000,'3,4,6','2,5,6','2,6,7','1,2,4','4,5,7',2,4,4,2,2,2,4,33
1980000,'2,5,6','1,5,7','1,6,7','2,5,6','1,2,4',3,2,8,2,1,6,5,-33
1980000,'2,5,6','3,5','3,5',1,'1,2,3',2,6,5,1,2,3,'1,4',33
1983000,'1,4,5',2,7,7,'4,8',3,4,5,2,2,'1,3',4,33
1983000,'2,4,6',6,'2,6,7','5,7','1,2,5',3,3,7,2,2,3,3,33
1984000,'1,2,4','3,5,6','2,6,7','2,4,5','1,2,8',2,2,7,2,2,3,4,100
1985000,'1,4',8,'2,3,4','2,5,7','1,5,7',3,4,5,2,2,3,'2,4',33
1985000,'2,4',2,3,4,8,3,6,4,2,2,3,1,33
1987000,'2,4','1,8','3,7','4,7','4,8',3,4,3,2,2,1,3,33
1989000,'1,2,4','1,3,5','4,6,7','4,6','4,6,7',2,3,3,1,1,6,3,100
1990000,'2,4,6','5,6,7','2,3,7','2,3,4','2,3,5',2,5,7,2,2,6,4,33
1990000,'1,6',6,'2,3,7',7,'1,5,7',2,4,4,2,1,2,5,33
1991000,'1,3,4','3,8','5,6,7','1,4,5','1,3,5',3,5,7,2,1,2,'1,4',33
1991000,6,3,7,7,8,3,3,5,1,2,4,1,-100
1992000,'2,3,6','6,7,8','2,3,7','3,4,7','1,2,5',3,1,1,1,1,5,5,33
1992000,'1,2,5','3,7,8','2,3,7','2,3,4','1,5,8',2,3,4,2,2,4,4,100
1994000,'1,2,4','1,5,6','1,2,7','1,2,3','2,3,4',2,5,4,1,2,2,'1,4',33
1994000,'1,3,5','1,6','2,4,7','2,4,5','1,2,6',3,1,7,2,1,6,4,100
1996000,'2,5,6','1,2,8','1,3,5','3,5,7','2,4,5',2,3,6,2,2,2,5,33
1997000,'1,3,4','1,3,6','2,7','1,7','1,2,5',2,3,2,2,1,6,'3,4',33
1997000,'1,2,5','1,5,6','1,3,7','1,3,5','1,5,8',2,4,4,2,1,2,'1,4',100
1997000,'2,3,4','3,6','4,5,7','3,4,6','1,2,6',2,6,5,2,2,3,2,100
1997000,'2,4,6','1,8','2,3,6','3,4',8,3,4,5,2,2,6,5,33
1999000,'1,2,5','1,2,8','2,5,6','1,6,7','1,2,7',2,4,3,2,2,6,'3,4',100
2001000,'1,2,3','1,3,6','4,5,7','1,2,3','1,2,3',2,4,3,2,2,2,5,100
2002000,'1,2,4','2,8','5,7','4,5,7','5,7,8',3,4,2,2,1,6,'1,4',33
2002000,'1,2,6',3,'6,7','1,4,7','1,6,8',2,3,5,2,1,5,5,33
2002000,'1,2,3','1,5,7','5,6,7','2,5,6','3,4,5',2,4,3,2,1,6,4,33
2003000,'1,2,4','2,3,5','2,5,7','3,4,5','2,4,8',2,5,7,2,2,6,4,100
2003000,'1,2,4','1,3','2,3,4','1,3,4','1,2,5',2,5,5,2,2,6,4,100
2003000,'1,2,4','1,6,7','5,7','3,4,7','3,5',3,4,7,2,2,2,4,100
2003000,'1,2','1,8','2,3,4','1,4,7','2,4,8',3,2,4,2,2,3,3,33
2004000,'1,2,3','1,6','2,4,7','2,3,4','2,3,4',3,3,4,2,1,2,3,33
2005000,'2,4,6','6,7','2,6,7','3,4,7','2,3,5',3,3,4,2,2,3,3,33
2005000,'2,4,6','1,2,8','3,5,6','1,3,7','2,5,7',3,3,8,2,2,5,5,100
2006000,'1,2,4','1,2,8',5,'1,3','1,5,8',2,5,3,2,1,2,3,33
2006000,'1,2,4','1,3,8','2,4,5','1,3,6','1,2,3',2,6,9,2,1,6,5,33
2008000,'1,2,3','1,5,8','2,5,7','1,5,7','1,2,4',2,3,2,2,1,6,1,33
2008000,'2,3,4','1,3,8',5,'4,6','3,4,5',2,4,5,2,1,2,1,33
2008000,'1,2,4','1,5','3,4,7','3,4,6','1,2,3',3,2,9,2,2,6,4,33
2009000,'1,2,6','1,3','3,4,5','1,7','1,4,7',3,2,3,1,2,5,'3,4',33
2010000,'1,2,4','1,3,8','5,7',1,4,1,6,8,2,1,5,1,33
2011000,'1,4,6','3,5,6','2,3,6','2,5,6','1,3,7',2,4,3,2,1,6,1,33
2013000,'2,4,5','3,5,6','2,4,6','2,3,4','1,2,5',2,4,7,2,2,2,4,100
2014000,6,1,'1,2,7','1,4,6','5,8',3,5,6,2,2,2,1,-33
2015000,'2,4,6',3,'2,7','3,5','2,6',3,4,8,2,2,2,5,33
2016000,'1,5,6','1,3,8','1,4,5','1,2,3','5,6,8',3,4,6,2,2,2,4,100
2017000,2,'2,6,8',3,'1,3,4','2,4,7',3,3,8,2,1,5,4,33
2017000,'2,4','1,3,5','1,4,6',7,8,2,6,5,2,2,3,5,33
2017000,4,8,5,7,'1,2,3',2,5,5,2,1,6,4,-33
2017000,'1,2,3','2,3,7','4,6,7','3,5,7','1,2,6',3,6,5,2,2,3,1,33
2019000,1,'1,5,8',7,'4,5','2,5,8',3,4,3,2,2,2,3,100
2019000,1,'1,3,7','1,2,7','3,4,5','4,5,7',3,2,5,2,1,2,5,100
2019000,'1,5,6',8,7,'4,6','1,2',2,2,5,2,2,2,4,33
2021000,'1,2,6','2,6,7','2,5,6','2,3,4','2,3,5',3,3,3,2,2,3,5,100
2021000,'1,2,5','2,3,6','2,3,4','1,2,3','2,4,5',2,3,5,2,2,2,5,100
2025000,'2,4,6','1,2,3','3,6,7','4,6,7','1,5,6',2,3,6,2,2,'1,2',5,100
2026000,'1,2,6','3,6,7','2,5,7','4,5,7','1,2,5',3,3,7,2,1,2,4,33
2028000,'2,4,6','1,6,8','2,6,7','1,4,7','1,3,7',2,3,7,2,2,6,1,33
2031000,'1,2,4','1,3,8','4,6,7','3,4,7','1,2,8',2,3,4,2,1,2,3,100
2031000,6,'2,8','3,5','3,4,6','1,5,7',3,2,6,2,2,'4,5',1,33
2032000,'2,4,6','3,6,8','2,3,7','4,6,7','2,5,6',3,2,8,2,1,6,5,33
2033000,'1,4','1,3,6','5,6','1,3','1,3,7',2,5,4,2,2,1,'2,4',100
2033000,6,'1,6','2,7','4,7','4,5',2,2,3,2,2,4,4,33
2035000,'1,4',1,'2,3','4,5,7','1,2,5',2,5,3,2,1,3,1,100
2036000,'2,3,5','1,5,7','2,7','2,3,5','2,4,6',2,2,7,2,1,6,4,100
2037000,2,1,2,'1,5,7',5,3,2,3,2,2,'2,5',5,-33
2037000,'1,2,4','1,3,6','2,4,7','1,3,7','2,3,5',2,4,4,2,2,5,'3,4',100
2038000,'1,2,4','1,5','2,3,7','1,2,4','1,2,5',2,6,6,2,2,2,4,100
2038000,6,1,2,'3,5','2,7',3,2,4,2,1,4,4,100
2038000,'1,4,6','1,5,8','1,2,5','1,4,5','1,3,6',3,6,9,2,2,6,5,33
2039000,'1,2,5','1,5,8','1,2,7','3,4,6','2,3,6',3,3,7,2,2,6,1,100
2039000,2,6,'2,3,4','4,7',8,3,1,3,1,1,6,5,-33
2040000,6,8,3,4,7,3,5,4,1,2,6,3,-100
2042000,'2,3,4','3,8',2,'4,7','5,7',3,3,4,2,2,3,'1,4',33
2044000,'1,2,3','3,5,6','1,4,7','3,4,6','5,6,7',2,2,8,2,1,6,4,33
2045000,'1,2,3','1,3,8','5,6,7','3,4,7','5,8',3,4,4,2,1,2,4,33
2045000,3,8,7,6,1,3,4,7,2,1,3,4,33
2046000,'1,2,4','1,8','2,3,4','1,3','1,2,5',2,5,8,2,1,2,1,-33
2047000,'1,3,5','2,3,8','3,5,7','4,5','1,4,6',3,3,6,1,1,5,4,33
2049000,'2,4,7','1,2,6','2,6,7','1,4,6','1,5,8',3,3,7,2,2,2,5,33
2051000,'2,3,4',8,3,7,8,3,2,7,2,1,6,5,33
2052000,'2,4,6','5,6,7','2,3,6','1,4,7','1,7,8',3,3,2,2,1,6,4,-33
2053000,'1,2,6',8,7,'4,6','1,3,7',2,2,4,2,1,2,4,-33
2053000,'1,4',8,7,7,'5,6',3,4,7,2,2,'2,5',3,100
2054000,4,8,7,1,7,3,4,7,2,1,6,1,-33
2057000,'1,2,5','1,2,3','3,4,7','1,2,5','4,5,6',2,4,3,2,2,1,'1,3',100
2058000,'2,4',1,'3,4','5,6,7','1,2,5',3,2,6,2,2,6,5,-33
2058000,'1,2,4','1,5,8','3,4,7','5,6,7','1,2,4',2,5,7,2,2,2,1,-33
2059000,'1,2,3','1,3,8','5,6,7','1,3,7','3,5,8',3,6,9,2,2,3,3,33
2060000,'1,3',8,7,1,1,2,5,3,2,2,5,4,33
2060000,'1,2,4','2,3,5','2,3,7','1,2,6','3,4,5',2,5,4,2,2,3,4,100
2060000,'1,5','1,2','6,7','1,6','4,5,7',3,2,3,2,2,2,5,100
2060000,'1,2,3','1,3','5,7','2,3','1,2',2,5,4,2,2,2,5,33
2060000,5,'3,6,8','2,4,5','4,5','1,3,6',2,6,4,2,2,2,4,100
2062000,'1,2,4','1,3,7','1,2,6','1,2,3','1,2,5',2,4,6,2,1,2,3,100
2063000,'2,4,5','1,2,3','2,3,4','3,4,7','1,3,5',2,5,6,2,1,'2,5',5,33
2064000,'1,2,4','1,2,7','2,5,6','2,3,7','1,2,7',3,2,5,2,1,'5,6',4,33
2064000,2,1,7,6,'3,7',2,6,4,2,2,1,1,33
2064000,'2,4',8,5,5,'1,2,4',2,6,4,2,1,2,1,33
2064000,'1,4,6','2,3,6','2,6,7','3,4','2,4,5',3,3,7,2,2,6,4,100
2065000,'2,4,5','3,6,7','1,2,4','2,3,4','1,2,3',2,5,9,2,1,6,2,100
2065000,'1,3,4','1,2,3','2,3,5','1,2,7','2,4,5',3,2,5,2,2,6,'2,4',33
2067000,'1,2,5','1,3,7','2,4,7','3,4','1,2,3',2,6,5,2,1,5,5,100
2067000,'1,2,5','1,2,5','2,4,6','2,3,5','1,3,4',3,2,4,1,2,2,5,100
2068000,'1,2,3',8,'2,7','4,6','1,4,5',3,4,7,2,2,6,5,33
2071000,'1,3,6','1,2,3','4,6,7','1,5,6','3,4,5',2,5,3,2,1,6,3,33
2072000,'1,2','3,8','2,5',2,'1,3,4',1,3,3,2,1,6,5,100
2073000,'1,2,4','1,3,8','2,6,7','4,7','3,5',2,5,5,2,2,2,5,33
2074000,'2,4,5',1,7,'4,7',5,2,5,3,2,1,5,1,33
2074000,'4,6',7,'2,7','4,7','4,5,7',2,1,6,2,2,2,4,100
2075000,'3,4','2,8','6,7',7,7,3,2,3,2,2,3,1,100
2075000,'1,2,3','1,6,7','1,2,4','3,4,7','2,4,5',3,2,5,1,2,'1,5',5,100
2076000,1,'1,3,6','2,6','3,7',8,3,5,5,2,1,2,4,33
2076000,1,3,2,2,3,3,3,6,2,1,4,4,100
2077000,'1,3,5','3,6,8','2,3,4','1,3,5','5,6,7',3,2,2,2,1,5,5,33
2078000,'1,2,5','2,3,6','2,5,6','3,4,5','2,4,6',3,2,1,2,1,6,5,33
2078000,'2,3,4','2,3,6','2,6,7','3,4,7','1,2,5',2,4,4,2,1,5,3,33
2079000,'2,4,7','1,3,5','2,4,6','2,4,7','2,3,8',2,6,9,2,2,6,5,100
2079000,'1,3','3,6,8',5,5,5,3,3,3,2,2,2,1,33
2081000,'1,2,4',1,2,6,'2,4,7',3,3,7,2,2,2,4,33
2081000,'1,2,3','1,6,8','4,6,7','1,3,5','1,6,7',3,5,5,2,1,2,'1,4',33
2085000,'2,6','1,2,3','4,7','3,4','5,6,7',3,5,7,2,2,1,4,33
